ds_name,att_name,missing_values_pct,val_pct_min,val_pct_median,val_size_min,val_size_avg,val_pct_max,distinct_values_cnt,val_pct_std,distinct_values_pct,val_size_co_of_var,val_size_max,ds_name_2,att_name_2,match
worldcitiespop.csv,Region,8.14E-06,0.002881617,0.001728542,0,2.019351713,3.376148856,0.001728542,4.835667161,0.00035,1.301230697,7.644176804,ipums_la_98-small.csv,farm,0
worldcitiespop.csv,Region,0.781309763,1.912132938,0.001728542,1.19785907,2.447324134,1.573287523,0.001728542,1.04885215,0.00035,1.837452648,7.83443624,ipums_la_98-small.csv,labforce,0
worldcitiespop.csv,Region,2.21839973,0.117455952,0.001706606,0.071883625,3.62999589,0.08262437,0.001706606,0.124957697,0.001990703,1.732356753,7.991748799,ipums_la_98-small.csv,yrlastwk,0
worldcitiespop.csv,Region,1.792147888,0.000956,0.001693445,0.001208128,3.630758861,1.027772285,0.001693445,0.902924353,0.002975204,0.364555838,7.892005515,ipums_la_98-small.csv,tranwork,0
worldcitiespop.csv,Region,1.373661767,0.336976528,0.001728542,0.209610236,2.771789144,1.698261832,0.001728542,2.29364386,0.00035,1.425426398,7.82124746,ipums_la_98-small.csv,classwkg,0
worldcitiespop.csv,Region,8.14E-06,0.000956,0.001254728,0.001208128,3.756033334,1.284373529,0.001254728,0.325434499,0.035791889,1.304409734,7.864925891,ipums_la_98-small.csv,bplg,0
worldcitiespop.csv,Region,8.14E-06,2.090252704,0.001728542,1.309610924,2.019351713,2.34594238,0.001728542,1.993425533,0.00035,1.745472824,7.752896482,ipums_la_98-small.csv,school,0
worldcitiespop.csv,Region,8.14E-06,0.086646047,0.001710993,0.052553575,3.198579974,1.448313213,0.001710993,1.729718216,0.001662536,1.225096979,7.84762502,ipums_la_98-small.csv,marst,0
worldcitiespop.csv,Region,8.14E-06,1.681540053,0.001724155,0.010873153,3.774015007,1.638705,0.001724155,1.169949686,0.081571165,1.777529597,8.017073262,dataset_34_postoperative-patient-data.csv,BP_STBL,0
worldcitiespop.csv,Region,8.14E-06,0.160140509,0.001724155,0.000604,3.774015007,2.350060671,0.001724155,2.731426536,0.081571165,1.411441547,8.016170608,dataset_34_postoperative-patient-data.csv,decision,0
worldcitiespop.csv,Region,8.14E-06,1.361245412,0.001724155,0.008456897,3.774015007,1.717744519,0.001724155,1.365893668,0.081571165,1.731590556,8.016972967,dataset_34_postoperative-patient-data.csv,L_SURF,0
worldcitiespop.csv,Region,8.14E-06,1.040950771,0.001724155,0.006040641,3.774015007,2.112942114,0.001724155,2.108360369,0.081571165,1.557519332,8.016471493,dataset_34_postoperative-patient-data.csv,L_CORE,0
worldcitiespop.csv,Region,8.14E-06,0.080066849,0.00171538,0.001208128,3.779686646,2.389580431,0.00171538,2.594985822,0.136156251,1.027392164,8.016120461,dataset_34_postoperative-patient-data.csv,COMFORT,1
worldcitiespop.csv,Region,8.14E-06,3.443160578,0.001728542,0.024162563,3.766925459,1.67822476,0.001728542,0.151256162,0.054278622,2.033403741,8.017023115,dataset_34_postoperative-patient-data.csv,L_O2,0
worldcitiespop.csv,Region,8.14E-06,3.603307899,0.001728542,0.025370691,3.766925459,1.599185241,0.001728542,0.066806349,0.054278622,2.067486893,8.01712341,dataset_34_postoperative-patient-data.csv,SURF_STBL,0
worldcitiespop.csv,Region,0.001027539,0.001148838,0.025340249,0.001208128,3.78771672,0.17749285,0.025340249,0.066637128,2.430813151,1.985838405,8.019229603,netflix_titles.csv,title,1
worldcitiespop.csv,Region,0.247519055,0.001148838,0.000728,0.001208128,3.783351682,0.975209051,0.000728,0.080277283,0.221062496,4.928739478,7.917881601,netflix_titles.csv,country,0
worldcitiespop.csv,Region,8.14E-06,0.001148838,0.025621028,0.001208128,3.787721468,0.178633574,0.025621028,0.066806349,2.456022427,2.067486893,8.019329898,netflix_titles.csv,show_id,0
worldcitiespop.csv,Region,8.14E-06,0.003566133,0.006843973,0.001208128,3.787706728,0.173913735,0.006843973,0.065932553,2.381735832,1.933917367,8.019229603,dataSpotifyClass.csv,song_title,0
worldcitiespop.csv,Region,8.14E-06,0.003566133,0.004154643,0.001208128,3.78748427,0.150989532,0.004154643,0.060631125,1.635216442,1.419363865,8.018577686,dataSpotifyClass.csv,artist,0
worldcitiespop.csv,Region,8.14E-06,0.02928843,0.000658,0.001208128,3.787721468,0.164745488,0.000658,0.066806349,2.456022427,2.067486893,8.019329898,wikipedia-iso-country-codes.csv,English_short_name_lower_case,0
